question	category
借款利息预先在本金中扣除合法吗?	899
胎儿出生时是死体的，保留的遗产份额应该如何处理？	375
工伤认定的意义？	559
怎么办理取保候审?	766
家属因药费贵而不愿给患者用药导致其死亡，医院要负责任吗？	2435
员工出差期间发生事故算不算工伤？	574
来个律师联系我。我想咨询点婚姻上的问题	1606
员工与单位协商时应当掌握哪些技巧？	142
办理公证需要提交什么资料	2026
原想假离婚,结果成了真离婚,咋办?	1874
交通事故起诉到法院需要准备哪些证据？	684
辞职后社保如何办理？	318
在上班期间死亡的，算不算工伤？	169
在交通事故中的责任如何划分?	774
没有领取结婚证的婚姻受法律保护吗？	1871
上岗培训前，可以向劳动者收取培训费用吗？	2842
业主已购车位但没有停放车辆，是否可以收取停车服务费？	2285
我想辞工,可领导不批准,我该怎么办呢？	461
我被撞了	1580
我有一个问题想了解咨询一下	1881
经营者应履行哪些义务？	2043
小区车位物业能卖吗	1973
父母丧失劳动能力，子女要为其管理田地吗？	1215
工伤认定在哪里申请呢?	722
什么是工伤概念?	1095
怎样起诉？	2295
法律援助过程中当事人的权利和义务	1086
同居期间一方借出去的钱归谁？	78
医护人员透露病情导致患者被“吓死”，患者的家属能不能要医院承担责任？	2428
结婚证丢了怎么离婚？	12
对交通事故责任认定不服该咋办?	732
试用期结束不签劳动合同	132
交通事故造成九级伤残,对方全责,能赔偿多少钱。	622
交通事故中受伤了怎么办	695
对事故责任部分复核具体要提交哪些资料?	735
哪几种情况可以不分或少分遗产？	398
协议离婚应该注意什么,有哪些注意事项	104
一般是去哪里做工伤认定？	157
关于遗产分配问题，干儿子有没有继承权？	339
什么情况下用人单位要支付双倍工资？	373
司机开车撞死人,责任三七分,司机七请问司机需要坐牢吗?要坐多久?	772
请问怎么申请法律援助？	1063
物业公司是否有权在小区空地上划出车位出租？	2124
交通事故重伤	1649
交通事故起诉好还是私下调解好	803
可以到哪里领养孩子？	1125
消费者买贵了，可以退货吗？	2132
公司变更名称，员工要求解除合同的需要支付经济补偿金吗？	3025
你好。现在2017婚姻法买房男房买房属于个人财产	1950
办理失业登记有时间限制吗？	325
员工辞职，公司不办社保转移手续咋办？	307
医疗机构有过失但不构成医疗事故，医院是否担责？	2397
交房日期以什么为准？	944
我开车撞到人要坐多久的牢	772
怎么样才算交通肇事逃逸？	752
罚金的特征是什么？	3513
实习生的工资是如何规定的？	292
医疗机构有过失但不构成医疗事故，医院该不该承担责任？	2397
上班出车祸能同时要交通事故和工伤赔偿吗	733
诉讼离婚需要哪些资料	100
同父异母、同母异父的兄弟姐妹之间有无继承权？	365
员工怀孕期间被解雇咋办？	216
上下班途中遇到车祸受伤是否属于工伤？	719
上下班时间出车祸算不算工伤？	800
陪产假多少天？	352
工伤鉴定的医疗机构是自己选还是劳动局指定？	177
企业在人员入职过程中有哪些法律风险点需要防范？	525
没有继承人，被继承人的遗产怎么处理？	1279
借款人跑了,担保人还要为借款人还钱么?	874
在什么情况下，用人单位可以代扣职工工资？	508
【打招呼的】	1880
规章制度中绩效考核怎么规定？	2614
我在外地母亲去世单位给几天丧假多少天？	347
借高利贷还不上被起诉怎么办？	853
服装使用说明书应包含哪些内容？	2186
投标办理公证需要资料	988
怎样写民事起诉状	1244
交通事故后,车辆被扣,如何提车	757
退休返聘人员有年休假吗？	474
入职审查需要审查哪些内容？	2595
当事人不服交警部门的交通事故责任认定书应如何处理?	732
离婚时，知识产权要如何分割？	77
借款人不还钱 担保人被起诉会怎么样？	857
发出录用通知后再让候选人体检会存在风险吗？	2598
我今年十九岁了，有了孩子，但是我爸妈反对我的婚姻，不给身份证跟户口本给我，我该怎么办	129
申请工伤认定去哪申请？	563
安排员工节假日加班，员工不愿意来怎么办呀？	512
企业调岗调薪处理不当的法律后果？	2763
交通事故申请复核后，几天才会出复核结论？	734
过继孩子的条件？	1110
哪些员工需签订竞业限制协议？	440
一方离婚前借的钱，离婚后可以向另一方要吗？	779
非婚生子女是否享有继承权？	327
病假有多久？	353
物业费具体该从什么时候交？	2351
同一顺序继承人里有没有先后顺序？	295
单位怎样避免员工突然辞职？	530
休年假	1800
休完产假恢复上班公司能否调岗？	546
出生公证（涉外/涉港澳台）怎么办理？	1033
婚前继承房产如何分割	54
单位和劳动者续签合同的时候可以重新约定试用期吗？	444
事故认定书,我不同意需要复核,复核都需要什么材料!	735
老公瞒着我贷款还不上，人家给我打电话说我是第二还款人，我该怎么办？	839
公司未缴社保或未足额缴社保，法院是否支持员工被迫解除并主张经济补偿？	3055
要预备多少诉讼费？	2297
公司更名后需要重新签订劳动合同吗？	521
哪些情形单位不需要支付经济补偿？	802
公共绿地被毁坏占用，能采取哪些措施？	2234
公有制企业规章制度的民主程序需要注意什么问题？	2607
什么是法考？	3348
乡镇调解委员会如何设立？	3198
农村户口能按照城镇标准赔偿吗?	626
复核	1593
出嫁的女儿对父母有赡养义务吗?	1276
做工伤认定要多久才能出结果?	789
劳动仲裁申请有时效限制吗？	178
续签合同需要遵循一个什么流程？	2686
继子女是否有继承权？	336
儿女不尽赡养义务怎么办？	1243
离婚办理时间	1788
如何确定交通事故诉讼的被告	643
小区的共用设施被损坏了怎么办？	2225
去法院立案你要准备哪些材料	1247
社区矫正时间如何计算？	3190
如果有人冒用我身份证贷款我应该怎么办？	847
实习生工作不满一月要交社保么?	308
离职后，原单位没有给我转出社保怎么办？	307
患者或死者家属怎么与医疗机构方进行调解？	2518
交通事故诉讼费怎么计算	657
劳动仲裁后起诉需要的材料有什么	282
单位与劳动者的劳动关系从什么时候开始建立？	2642
广州队交通事故责任认定书不服，申请复核后会怎么样？	736
打交通事故赔偿的律师费怎么收取的?	648
是不是城镇户口，赔偿有什么区别？	673
工伤赔偿达成协议后还能反悔吗	149
因为误诊而延误对绝症的救治，患者及其家属能不能要求医疗机构承担责任？	2386
什么是消费维权诉讼？	2212
法考找人代考犯法吗?	3316
遗产分割诉讼的诉讼费有哪些规定？	1289
不服交通事故认定书的救济途径	732
借款起诉状怎么写	811
申请诉前财产保全需要提交的材料？	829
别人用我的身份证贷款，我需承担什么法律责任？	848
一个孩子的抚养权问题？	25
交通事故下肢骨折、脚部	1262
消费者维权的依据有哪些？	2048
收养社会弃婴申请书怎么写？	1122
单位不和我签订书面劳动合同怎么办？	132
借条与欠条究竟有何区别	890
如何判定侵犯商业秘密？	2968
外国人在中国收养小孩的程序	1188
逾期交房怎么退房？	951
麻烦您	1882
离婚后一方不给子女抚养费怎么办	28
医生在诊疗的过程里没有尽到谨慎义务，患者能否向医疗机构要求赔偿？	2401
农村户口伤残与城镇户口伤残有什么区别	673
无证驾驶	1565
整形人因美容整形受损，能不能请求精神损害赔偿？	2505
赡养义务	1470
不尽赡养义务，财产继承可以不分或少分吗？	398
员工不同意调岗公司可以怎么办？	426
青霉素皮试导致患者过敏死亡，谁来担责？	2368
交通事故责任的划分依据是什么？	731
哪些情况下担保人可以不承担担保责任？	854
培训合同签订中的风险防范措施有哪些？	2839
上下班途中出了车祸属于工伤吗	719
离婚时，双方怎样分配知识产权了？	77
离婚协议书应该怎么写？	15
涉外收养公证办理的具体程序?	1153
消费者买贵了，可以要求退货吗	2132
是不是过了诉讼时效，就不用还钱了？	850
私自收养弃婴要怎么处理？	1168
业主能以财物被盗而不交物业费吗？	2262
朋友借高利贷跑了，我是担保人，我该怎么办？	860
工伤 怎么处理	192
朋友借钱不还可以报警报案吗,应该怎么办?	791
我离开七年了回来离婚	1344
子女不继承遗产就可以不赡养老人吗	1237
申请工伤鉴定需要哪些材料?	1170
开车撞伤人了 严重 没钱垫付医药费 怎么办 可以要求保险	668
根据法律规定，用人单位可以随时解除劳动合同的情形有哪些？	191
结婚前继承的房子怎么分？	54
新入职员工不满一年不享受年终奖的规定是否有效？	2944
收养孩子要满足的条件都有哪些	390
未经小区业主同意，物业公司能将部分物业管理服务委托给其他公司吗？	2131
法律援助收费吗	1079
收养小孩如何入户？	1166
用人单位应该从什么时间为职工缴纳社会保险？	549
工伤赔偿协议有效吗?	149
房屋实际面积与合同面积相差很大,可以退房吗?	953
借高利贷如果还不出会怎么样？	853
工伤员工自己可以选择鉴定机构吗？	588
怎么开具家庭经济困难证明	1068
民事借款纠纷起诉需要多长时间	813
在办理入职手续的时候需要注意些什么？	419
醉酒驾驶摩托车会受到什么样的处罚?	750
请问工伤伤残鉴定最终结论不服该怎么办 ？	187
法律援助受援人有哪些权利和义务?	1086
员工发生工伤事故，谁来承担主体责任?	489
